SRC,MISSION_TIME,SS_TIME,ID,INTERN_TEMP,EXTERN_TEMP,RELAT_HUMID,EXTERN_PRESS,DEW_POINT,SHOCK_X,SHOCK_Y,SHOCK_Z
SW_EM,2018-08-26 03:00:03.269,2018-08-26 03-00-03,EM0,39.25,18.68,0.69,979.50,-42.74,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:08.301,2018-08-26 03-00-08,EM0,39.31,18.69,0.79,979.50,-41.39,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:13.296,2018-08-26 03-00-13,EM0,39.25,18.69,1.05,979.50,-38.61,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:18.272,2018-08-26 03-00-18,EM0,39.31,18.69,1.10,979.52,-38.09,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:23.322,2018-08-26 03-00-23,EM0,39.31,18.69,1.15,979.49,-37.69,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:28.340,2018-08-26 03-00-28,EM0,39.25,18.69,0.90,979.52,-40.09,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:39.662,2018-08-26 03-00-33,EM0,39.31,18.69,0.79,979.49,-41.39,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:40.512,2018-08-26 03-00-38,EM0,39.31,18.69,0.92,979.52,-39.85,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:43.346,2018-08-26 03-00-43,EM0,39.31,18.69,1.00,979.48,-39.05,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:48.387,2018-08-26 03-00-48,EM0,39.25,18.69,1.12,979.50,-37.89,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:53.430,2018-08-26 03-00-53,EM0,39.25,18.69,1.07,979.51,-38.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:00:58.443,2018-08-26 03-00-58,EM0,39.31,18.69,0.98,979.50,-39.27,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:03.465,2018-08-26 03-01-03,EM0,39.25,18.69,1.00,979.48,-39.05,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:08.469,2018-08-26 03-01-08,EM0,39.25,18.69,1.07,979.50,-38.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:13.486,2018-08-26 03-01-13,EM0,39.25,18.69,1.08,979.49,-38.30,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:18.511,2018-08-26 03-01-18,EM0,39.31,18.70,1.31,979.52,-36.31,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:23.520,2018-08-26 03-01-23,EM0,39.31,18.70,1.30,979.50,-36.39,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:28.547,2018-08-26 03-01-28,EM0,39.31,18.69,1.42,979.48,-35.56,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:33.569,2018-08-26 03-01-33,EM0,39.31,18.70,1.39,979.50,-35.72,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:38.559,2018-08-26 03-01-38,EM0,39.31,18.70,1.35,979.50,-36.05,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:43.596,2018-08-26 03-01-43,EM0,39.31,18.70,1.33,979.51,-36.23,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:48.567,2018-08-26 03-01-48,EM0,39.31,18.70,1.21,979.51,-37.11,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:53.593,2018-08-26 03-01-53,EM0,39.31,18.70,1.47,979.50,-35.15,0.00,0.00,0.00
SW_EM,2018-08-26 03:01:58.616,2018-08-26 03-01-58,EM0,39.25,18.70,1.62,979.49,-34.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:03.671,2018-08-26 03-02-03,EM0,39.31,18.70,1.55,979.47,-34.62,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:08.668,2018-08-26 03-02-08,EM0,39.25,18.70,1.62,979.48,-34.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:13.688,2018-08-26 03-02-13,EM0,39.25,18.70,1.38,979.45,-35.80,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:18.714,2018-08-26 03-02-18,EM0,39.31,18.70,1.58,979.49,-34.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:23.729,2018-08-26 03-02-23,EM0,39.25,18.70,1.54,979.49,-34.70,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:28.694,2018-08-26 03-02-28,EM0,39.25,18.70,1.48,979.48,-35.08,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:49.741,2018-08-26 03-02-33,EM0,39.31,18.70,1.48,979.47,-35.08,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:50.471,2018-08-26 03-02-38,EM0,39.25,18.70,1.45,979.47,-35.31,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:50.624,2018-08-26 03-02-43,EM0,39.31,18.70,1.57,979.48,-34.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:50.767,2018-08-26 03-02-48,EM0,39.25,18.70,1.62,979.51,-34.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:53.716,2018-08-26 03-02-53,EM0,39.25,18.70,1.92,979.49,-32.39,0.00,0.00,0.00
SW_EM,2018-08-26 03:02:58.770,2018-08-26 03-02-58,EM0,39.25,18.70,1.83,979.50,-32.89,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:03.822,2018-08-26 03-03-03,EM0,39.25,18.71,1.74,979.48,-33.41,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:08.903,2018-08-26 03-03-08,EM0,39.25,18.70,1.71,979.50,-33.62,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:13.917,2018-08-26 03-03-13,EM0,39.25,18.70,1.90,979.51,-32.51,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:18.904,2018-08-26 03-03-18,EM0,39.25,18.71,1.80,979.49,-33.07,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:23.906,2018-08-26 03-03-23,EM0,39.25,18.70,1.88,979.48,-32.64,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:28.960,2018-08-26 03-03-28,EM0,39.25,18.71,1.97,979.50,-32.13,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:33.982,2018-08-26 03-03-33,EM0,39.25,18.71,2.05,979.51,-31.67,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:38.951,2018-08-26 03-03-38,EM0,39.25,18.71,1.96,979.49,-32.19,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:43.994,2018-08-26 03-03-43,EM0,39.25,18.71,2.03,979.49,-31.78,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:48.975,2018-08-26 03-03-48,EM0,39.25,18.71,2.20,979.50,-30.93,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:53.997,2018-08-26 03-03-53,EM0,39.31,18.71,2.20,979.53,-30.93,0.00,0.00,0.00
SW_EM,2018-08-26 03:03:59.020,2018-08-26 03-03-58,EM0,39.25,18.71,2.10,979.53,-31.43,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:04.014,2018-08-26 03-04-03,EM0,39.25,18.71,2.04,979.53,-31.72,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:09.052,2018-08-26 03-04-08,EM0,39.25,18.71,1.92,979.51,-32.38,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:14.061,2018-08-26 03-04-13,EM0,39.25,18.71,1.91,979.52,-32.43,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:19.050,2018-08-26 03-04-18,EM0,39.25,18.71,2.04,979.49,-31.72,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:24.078,2018-08-26 03-04-23,EM0,39.25,18.72,1.96,979.52,-32.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:29.079,2018-08-26 03-04-28,EM0,39.25,18.72,2.19,979.50,-30.98,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:39.680,2018-08-26 03-04-33,EM0,39.25,18.72,2.06,979.54,-31.65,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:40.487,2018-08-26 03-04-38,EM0,39.25,18.72,1.97,979.52,-32.12,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:44.142,2018-08-26 03-04-43,EM0,39.25,18.72,1.88,979.51,-32.61,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:49.119,2018-08-26 03-04-48,EM0,39.25,18.72,1.79,979.51,-33.12,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:54.160,2018-08-26 03-04-53,EM0,39.31,18.72,1.87,979.51,-32.67,0.00,0.00,0.00
SW_EM,2018-08-26 03:04:59.189,2018-08-26 03-04-59,EM0,39.25,18.72,1.82,979.50,-32.93,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:04.215,2018-08-26 03-05-04,EM0,39.25,18.72,2.02,979.51,-31.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:09.204,2018-08-26 03-05-09,EM0,39.25,18.72,1.95,979.49,-32.24,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:14.242,2018-08-26 03-05-14,EM0,39.25,18.72,2.01,979.51,-31.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:19.252,2018-08-26 03-05-19,EM0,39.25,18.72,1.89,979.50,-32.55,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:24.269,2018-08-26 03-05-24,EM0,39.25,18.72,1.76,979.51,-33.32,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:29.295,2018-08-26 03-05-29,EM0,39.25,18.72,1.84,979.51,-32.80,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:34.316,2018-08-26 03-05-34,EM0,39.25,18.72,2.13,979.52,-31.31,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:39.314,2018-08-26 03-05-39,EM0,39.25,18.72,2.10,979.50,-31.42,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:44.327,2018-08-26 03-05-44,EM0,39.25,18.72,2.05,979.47,-31.70,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:49.342,2018-08-26 03-05-49,EM0,39.25,18.72,2.13,979.50,-31.31,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:54.422,2018-08-26 03-05-54,EM0,39.25,18.72,2.09,979.49,-31.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:05:59.417,2018-08-26 03-05-59,EM0,39.31,18.72,2.10,979.52,-31.42,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:04.419,2018-08-26 03-06-04,EM0,39.31,18.72,2.02,979.52,-31.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:09.482,2018-08-26 03-06-09,EM0,39.25,18.73,2.14,979.53,-31.25,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:14.479,2018-08-26 03-06-14,EM0,39.31,18.72,1.89,979.51,-32.55,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:19.516,2018-08-26 03-06-19,EM0,39.31,18.72,2.10,979.49,-31.42,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:24.526,2018-08-26 03-06-24,EM0,39.25,18.72,1.80,979.51,-33.06,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:29.536,2018-08-26 03-06-29,EM0,39.25,18.72,1.89,979.51,-32.55,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:34.532,2018-08-26 03-06-34,EM0,39.25,18.72,1.72,979.50,-33.52,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:39.565,2018-08-26 03-06-39,EM0,39.25,18.72,1.70,979.50,-33.66,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:44.575,2018-08-26 03-06-44,EM0,39.25,18.73,1.68,979.52,-33.79,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:49.571,2018-08-26 03-06-49,EM0,39.25,18.72,1.49,979.49,-35.04,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:54.584,2018-08-26 03-06-54,EM0,39.25,18.72,1.50,979.47,-34.96,0.00,0.00,0.00
SW_EM,2018-08-26 03:06:59.657,2018-08-26 03-06-59,EM0,39.25,18.72,1.54,979.49,-34.66,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:04.688,2018-08-26 03-07-04,EM0,39.25,18.72,1.59,979.49,-34.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:09.682,2018-08-26 03-07-09,EM0,39.25,18.72,1.41,979.49,-35.59,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:14.737,2018-08-26 03-07-14,EM0,39.25,18.72,1.54,979.48,-34.66,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:19.749,2018-08-26 03-07-19,EM0,39.25,18.73,1.60,979.48,-34.28,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:24.774,2018-08-26 03-07-24,EM0,39.25,18.72,1.46,979.50,-35.20,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:29.799,2018-08-26 03-07-29,EM0,39.25,18.72,1.22,979.51,-37.07,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:34.806,2018-08-26 03-07-34,EM0,39.25,18.72,1.29,979.50,-36.52,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:39.805,2018-08-26 03-07-39,EM0,39.25,18.72,1.29,979.47,-36.52,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:44.798,2018-08-26 03-07-44,EM0,39.25,18.72,1.21,979.50,-37.17,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:49.832,2018-08-26 03-07-49,EM0,39.25,18.72,1.17,979.47,-37.45,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:54.820,2018-08-26 03-07-54,EM0,39.25,18.72,1.33,979.50,-36.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:07:59.899,2018-08-26 03-07-59,EM0,39.25,18.72,1.38,979.46,-35.84,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:04.908,2018-08-26 03-08-04,EM0,39.25,18.73,1.44,979.48,-35.35,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:09.887,2018-08-26 03-08-09,EM0,39.25,18.72,1.30,979.49,-36.44,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:14.937,2018-08-26 03-08-14,EM0,39.25,18.72,1.49,979.50,-35.04,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:19.949,2018-08-26 03-08-19,EM0,39.25,18.73,1.53,979.49,-34.73,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:24.948,2018-08-26 03-08-24,EM0,39.25,18.72,1.36,979.49,-35.92,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:29.971,2018-08-26 03-08-29,EM0,39.25,18.72,1.57,979.47,-34.51,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:34.997,2018-08-26 03-08-34,EM0,39.25,18.72,1.64,979.45,-34.00,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:39.986,2018-08-26 03-08-39,EM0,39.25,18.72,1.35,979.47,-36.00,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:45.000,2018-08-26 03-08-44,EM0,39.31,18.73,1.50,979.49,-34.95,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:50.027,2018-08-26 03-08-49,EM0,39.25,18.72,1.55,979.47,-34.58,0.00,0.00,0.00
SW_EM,2018-08-26 03:08:55.014,2018-08-26 03-08-54,EM0,39.25,18.72,1.38,979.49,-35.84,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:00.014,2018-08-26 03-08-59,EM0,39.25,18.72,1.32,979.48,-36.27,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:05.057,2018-08-26 03-09-04,EM0,39.25,18.72,1.40,979.46,-35.68,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:10.063,2018-08-26 03-09-09,EM0,39.25,18.72,1.31,979.47,-36.35,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:15.068,2018-08-26 03-09-14,EM0,39.25,18.72,1.35,979.47,-36.00,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:20.076,2018-08-26 03-09-19,EM0,39.25,18.34,1.44,978.89,-35.59,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:25.103,2018-08-26 03-09-24,EM0,39.25,18.72,1.42,979.46,-35.52,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:30.100,2018-08-26 03-09-29,EM0,39.25,18.72,1.24,979.46,-36.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:35.151,2018-08-26 03-09-34,EM0,39.25,18.72,1.33,979.47,-36.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:40.130,2018-08-26 03-09-40,EM0,39.31,18.71,1.21,979.47,-37.18,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:45.147,2018-08-26 03-09-45,EM0,39.25,18.72,1.12,979.43,-37.93,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:50.159,2018-08-26 03-09-50,EM0,39.25,18.72,1.18,979.47,-37.35,0.00,0.00,0.00
SW_EM,2018-08-26 03:09:55.190,2018-08-26 03-09-55,EM0,39.25,18.72,1.02,979.47,-38.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:00.194,2018-08-26 03-10-00,EM0,39.25,18.71,1.07,979.43,-38.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:05.243,2018-08-26 03-10-05,EM0,39.31,18.71,1.06,979.43,-38.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:09.930,2018-08-26 03-10-10,EM0,39.25,18.72,0.93,979.46,-39.79,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:15.285,2018-08-26 03-10-15,EM0,39.25,18.72,1.25,979.45,-36.80,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:20.279,2018-08-26 03-10-20,EM0,39.25,18.71,1.23,979.46,-36.99,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:25.317,2018-08-26 03-10-25,EM0,39.31,18.71,1.08,979.45,-38.26,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:30.329,2018-08-26 03-10-30,EM0,39.25,18.71,1.07,979.45,-38.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:35.354,2018-08-26 03-10-35,EM0,39.31,18.71,1.13,979.44,-37.85,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:40.345,2018-08-26 03-10-40,EM0,39.25,18.72,1.22,979.42,-37.07,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:45.348,2018-08-26 03-10-45,EM0,39.25,18.71,1.49,979.43,-35.05,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:50.393,2018-08-26 03-10-50,EM0,39.19,18.71,1.41,979.43,-35.61,0.00,0.00,0.00
SW_EM,2018-08-26 03:10:55.387,2018-08-26 03-10-55,EM0,39.25,18.71,1.22,979.42,-37.09,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:00.439,2018-08-26 03-11-00,EM0,39.25,18.71,1.23,979.43,-36.81,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:05.419,2018-08-26 03-11-05,EM0,39.25,18.72,1.18,979.45,-37.35,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:10.476,2018-08-26 03-11-10,EM0,39.25,18.71,1.27,979.40,-36.63,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:15.461,2018-08-26 03-11-15,EM0,39.25,18.71,1.13,979.43,-37.85,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:20.506,2018-08-26 03-11-20,EM0,39.25,18.71,1.04,979.44,-38.68,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:25.506,2018-08-26 03-11-25,EM0,39.31,18.71,1.08,979.44,-38.26,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:30.503,2018-08-26 03-11-30,EM0,39.25,18.71,1.13,979.42,-37.85,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:35.526,2018-08-26 03-11-35,EM0,39.25,18.71,1.06,979.41,-38.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:40.573,2018-08-26 03-11-40,EM0,39.25,18.71,1.06,979.40,-38.48,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:45.577,2018-08-26 03-11-45,EM0,39.25,18.71,1.14,979.43,-37.77,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:50.638,2018-08-26 03-11-50,EM0,39.31,18.71,1.07,979.42,-38.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:11:55.639,2018-08-26 03-11-55,EM0,39.25,18.71,1.07,979.40,-38.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:00.668,2018-08-26 03-12-00,EM0,39.25,18.71,1.00,979.43,-39.00,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:05.662,2018-08-26 03-12-05,EM0,39.25,18.70,1.05,979.41,-38.60,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:10.681,2018-08-26 03-12-10,EM0,39.31,18.71,1.21,979.45,-37.10,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:15.741,2018-08-26 03-12-15,EM0,39.25,18.70,1.47,979.43,-35.15,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:20.740,2018-08-26 03-12-20,EM0,39.31,18.70,1.52,979.43,-34.84,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:25.728,2018-08-26 03-12-25,EM0,39.25,18.70,1.21,979.42,-37.11,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:30.757,2018-08-26 03-12-30,EM0,39.25,18.71,1.24,979.40,-36.91,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:35.786,2018-08-26 03-12-35,EM0,39.25,18.70,1.13,979.41,-37.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:40.819,2018-08-26 03-12-40,EM0,39.25,18.70,0.94,979.42,-39.62,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:45.824,2018-08-26 03-12-45,EM0,39.25,18.70,0.97,979.43,-39.38,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:50.814,2018-08-26 03-12-50,EM0,39.25,18.70,1.11,979.39,-37.97,0.00,0.00,0.00
SW_EM,2018-08-26 03:12:55.895,2018-08-26 03-12-55,EM0,39.25,18.70,1.14,979.41,-37.77,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:00.846,2018-08-26 03-13-00,EM0,39.25,18.71,1.14,979.41,-37.77,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:05.917,2018-08-26 03-13-05,EM0,39.25,18.70,1.10,979.41,-38.08,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:10.917,2018-08-26 03-13-10,EM0,39.25,18.70,1.13,979.40,-37.79,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:15.896,2018-08-26 03-13-15,EM0,39.19,18.70,1.13,979.40,-37.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:20.935,2018-08-26 03-13-20,EM0,39.25,18.70,1.22,979.42,-37.02,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:25.935,2018-08-26 03-13-25,EM0,39.25,18.70,1.13,979.41,-37.88,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:30.912,2018-08-26 03-13-30,EM0,39.25,18.70,1.17,979.42,-37.49,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:35.961,2018-08-26 03-13-35,EM0,39.25,18.70,1.10,979.38,-38.09,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:40.976,2018-08-26 03-13-40,EM0,39.19,18.70,1.18,979.42,-37.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:45.996,2018-08-26 03-13-45,EM0,39.25,18.69,1.02,979.41,-38.83,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:51.012,2018-08-26 03-13-50,EM0,39.25,18.69,0.99,979.41,-39.16,0.00,0.00,0.00
SW_EM,2018-08-26 03:13:56.022,2018-08-26 03-13-55,EM0,39.25,18.69,1.05,979.41,-38.61,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:01.079,2018-08-26 03-14-00,EM0,39.25,18.70,0.98,979.44,-39.26,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:06.083,2018-08-26 03-14-05,EM0,39.25,18.69,1.00,979.41,-39.05,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:11.092,2018-08-26 03-14-10,EM0,39.25,18.69,0.90,979.43,-40.09,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:16.108,2018-08-26 03-14-15,EM0,39.25,18.69,0.87,979.38,-40.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:21.117,2018-08-26 03-14-20,EM0,39.25,18.69,0.75,979.41,-41.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:26.116,2018-08-26 03-14-25,EM0,39.25,18.69,0.86,979.41,-40.59,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:31.145,2018-08-26 03-14-30,EM0,39.25,18.69,0.82,979.41,-40.99,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:36.151,2018-08-26 03-14-35,EM0,39.25,18.69,0.88,979.42,-40.34,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:41.206,2018-08-26 03-14-41,EM0,39.31,18.70,0.91,979.41,-39.97,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:46.225,2018-08-26 03-14-46,EM0,39.25,18.69,0.75,979.39,-41.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:51.244,2018-08-26 03-14-51,EM0,39.25,18.69,0.73,979.40,-42.10,0.00,0.00,0.00
SW_EM,2018-08-26 03:14:56.257,2018-08-26 03-14-56,EM0,39.19,18.69,0.75,979.41,-41.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:01.280,2018-08-26 03-15-01,EM0,39.25,18.69,0.71,979.42,-42.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:06.276,2018-08-26 03-15-06,EM0,39.25,18.69,0.81,979.43,-41.12,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:11.293,2018-08-26 03-15-11,EM0,39.25,18.69,0.71,979.42,-42.40,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:16.326,2018-08-26 03-15-16,EM0,39.19,18.69,0.88,979.43,-40.34,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:21.324,2018-08-26 03-15-21,EM0,39.25,18.69,0.80,979.38,-41.26,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:26.350,2018-08-26 03-15-26,EM0,39.25,18.68,0.89,979.40,-40.24,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:31.370,2018-08-26 03-15-31,EM0,39.25,18.69,0.75,979.40,-41.82,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:36.375,2018-08-26 03-15-36,EM0,39.25,18.69,0.74,979.38,-41.96,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:41.395,2018-08-26 03-15-41,EM0,39.25,18.69,0.84,979.41,-40.73,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:46.409,2018-08-26 03-15-46,EM0,39.19,18.68,0.88,979.37,-40.37,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:51.403,2018-08-26 03-15-51,EM0,39.25,18.69,0.84,979.40,-40.73,0.00,0.00,0.00
SW_EM,2018-08-26 03:15:56.432,2018-08-26 03-15-56,EM0,39.25,18.68,0.72,979.40,-42.27,0.00,0.00,0.00
SW_EM,2018-08-26 03:16:01.434,2018-08-26 03-16-01,EM0,39.25,18.69,0.87,979.38,-40.47,0.00,0.00,0.00
SW_EM,2018-08-26 03:16:06.442,2018-08-26 03-16-06,EM0,39.25,18.69,0.93,979.40,-39.73,0.00,0.00,0.00
SW_EM,2018-08-26 03:16:11.471,2018-08-26 03-16-11,EM0,39.25,18.68,1.07,979.39,-38.42,0.00,0.00,0.00
SW_EM,2018-08-26 03:16:16.444,2018-08-26 03-16-16,EM0,39.19,18.68,0.98,979.36,-39.29,0.00,0.00,0.00
