SRC,MISSION_TIME,SS_TIME,ID,SWEM_VERSION,SWEM_STATUS,CPU_USE,CPU_TEMP,MEM_FREE,TC_RX,TC_REJ,INTERN_TEMP,EXTERN_TEMP,EXTERN_PRESS,RELAT_HUMID,DERIVED_ALT,DEW_POINT
SW_EM,2018-08-26 03:54:06.401,2018-08-26 03-54-06,HK,2.5,EM_READY,58.57,63.4,427.296,0,0,34.31,-37.53,114.32,8.03,18403.74,-60.46
SW_EM,2018-08-26 03:54:36.445,2018-08-26 03-54-36,HK,2.5,EM_READY,57.75,63.4,427.172,0,0,34.25,-37.94,112.71,8.11,18523.73,-60.71
SW_EM,2018-08-26 03:55:06.466,2018-08-26 03-55-06,HK,2.5,EM_READY,56.34,63.4,426.728,0,0,34.19,-38.33,111.02,8.51,18650.72,-60.65
SW_EM,2018-08-26 03:55:36.602,2018-08-26 03-55-36,HK,2.5,EM_READY,47.87,63.4,426.048,0,0,34.06,-38.68,108.98,8.47,18806.96,-60.97
SW_EM,2018-08-26 03:56:06.618,2018-08-26 03-56-06,HK,2.5,EM_READY,49.04,63.4,426.04,0,0,33.94,-39.00,106.64,9.01,18989.99,-60.74
SW_EM,2018-08-26 03:56:36.691,2018-08-26 03-56-36,HK,2.5,EM_READY,50.00,62.3,425.808,0,0,33.81,-39.27,104.27,9.61,19180.18,-60.44
SW_EM,2018-08-26 03:57:06.724,2018-08-26 03-57-06,HK,2.5,EM_READY,52.31,63.4,425.816,0,0,33.75,-39.52,101.91,9.98,19373.20,-60.34
SW_EM,2018-08-26 03:57:36.681,2018-08-26 03-57-36,HK,2.5,EM_READY,47.54,63.4,425.668,0,0,33.69,-39.73,99.54,10.29,19571.27,-60.27
SW_EM,2018-08-26 03:58:06.728,2018-08-26 03-58-06,HK,2.5,EM_READY,49.63,62.8,424.952,0,0,33.50,-39.93,97.35,10.79,19759.23,-60.05
SW_EM,2018-08-26 03:58:36.737,2018-08-26 03-58-36,HK,2.5,EM_READY,52.94,62.8,424.436,0,0,33.38,-40.11,95.04,11.00,19961.23,-60.05
SW_EM,2018-08-26 03:59:06.808,2018-08-26 03-59-06,HK,2.5,EM_READY,53.90,62.3,424.46,0,0,33.31,-40.26,92.80,11.20,20162.56,-60.03
SW_EM,2018-08-26 03:59:36.910,2018-08-26 03-59-36,HK,2.5,EM_READY,53.85,62.8,423.824,0,0,33.19,-40.40,90.66,11.07,20359.30,-60.24
SW_EM,2018-08-26 04:00:06.943,2018-08-26 04-00-06,HK,2.5,EM_READY,57.89,63.4,423.544,0,0,33.13,-40.55,88.69,10.71,20545.11,-60.64
SW_EM,2018-08-26 04:00:36.933,2018-08-26 04-00-36,HK,2.5,EM_READY,54.64,62.3,423.296,0,0,32.94,-40.68,86.67,10.41,20739.12,-60.97
SW_EM,2018-08-26 04:01:06.957,2018-08-26 04-01-06,HK,2.5,EM_READY,53.03,62.3,423.312,0,0,32.88,-40.83,84.88,10.50,20915.72,-61.03
SW_EM,2018-08-26 04:01:37.037,2018-08-26 04-01-36,HK,2.5,EM_READY,53.30,62.3,422.948,0,0,32.81,-40.98,83.05,10.74,21098.97,-60.97
SW_EM,2018-08-26 04:02:07.042,2018-08-26 04-02-06,HK,2.5,EM_READY,52.89,62.3,422.684,0,0,32.63,-41.14,81.42,10.19,21266.20,-61.53
SW_EM,2018-08-26 04:02:37.045,2018-08-26 04-02-36,HK,2.5,EM_READY,53.60,62.3,422.128,0,0,32.56,-41.29,79.91,10.21,21423.86,-61.63
SW_EM,2018-08-26 04:03:07.108,2018-08-26 04-03-06,HK,2.5,EM_READY,55.60,62.3,421.872,0,0,32.44,-41.45,78.39,10.29,21585.93,-61.71
SW_EM,2018-08-26 04:03:37.182,2018-08-26 04-03-36,HK,2.5,EM_READY,50.82,62.3,421.328,0,0,32.38,-41.63,77.04,9.61,21732.60,-62.39
SW_EM,2018-08-26 04:04:07.197,2018-08-26 04-04-06,HK,2.5,EM_READY,52.80,62.3,421.08,0,0,32.19,-41.79,75.92,9.84,21856.74,-62.35
SW_EM,2018-08-26 04:04:37.254,2018-08-26 04-04-36,HK,2.5,EM_READY,52.67,62.3,420.856,0,0,32.06,-41.95,74.57,10.20,22007.91,-62.20
SW_EM,2018-08-26 04:05:07.274,2018-08-26 04-05-06,HK,2.5,EM_READY,54.24,62.3,420.652,0,0,32.00,-42.08,73.28,10.69,22155.09,-61.93
SW_EM,2018-08-26 04:05:37.343,2018-08-26 04-05-36,HK,2.5,EM_READY,53.90,62.3,420.36,0,0,31.88,-42.20,71.85,11.10,22321.13,-61.73
SW_EM,2018-08-26 04:06:07.436,2018-08-26 04-06-06,HK,2.5,EM_READY,56.73,61.2,419.692,0,0,31.75,-42.28,70.64,11.35,22463.64,-61.62
SW_EM,2018-08-26 04:06:37.499,2018-08-26 04-06-37,HK,2.5,EM_READY,54.38,61.8,419.532,0,0,31.63,-42.35,69.14,11.58,22645.08,-61.52
SW_EM,2018-08-26 04:07:07.528,2018-08-26 04-07-07,HK,2.5,EM_READY,50.35,61.2,418.992,0,0,31.56,-42.41,67.66,11.87,22827.61,-61.38
SW_EM,2018-08-26 04:07:37.596,2018-08-26 04-07-37,HK,2.5,EM_READY,58.25,61.8,419.096,0,0,31.44,-42.45,66.11,12.21,23022.96,-61.18
SW_EM,2018-08-26 04:08:07.654,2018-08-26 04-08-07,HK,2.5,EM_READY,53.52,61.2,418.992,0,0,31.31,-42.47,64.56,12.46,23223.39,-61.04
SW_EM,2018-08-26 04:08:37.684,2018-08-26 04-08-37,HK,2.5,EM_READY,53.80,61.8,418.972,0,0,31.25,-42.50,63.13,12.45,23412.03,-61.07
SW_EM,2018-08-26 04:09:07.738,2018-08-26 04-09-07,HK,2.5,EM_READY,52.02,61.2,418.476,0,0,31.06,-42.52,61.75,12.17,23599.28,-61.27
SW_EM,2018-08-26 04:09:37.776,2018-08-26 04-09-37,HK,2.5,EM_READY,55.19,60.7,418.46,0,0,31.06,-42.54,60.34,11.39,23793.32,-61.81
SW_EM,2018-08-26 04:10:07.790,2018-08-26 04-10-07,HK,2.5,EM_READY,53.76,61.2,417.508,0,0,30.88,-42.60,59.18,10.60,23957.42,-62.43
SW_EM,2018-08-26 04:10:37.836,2018-08-26 04-10-37,HK,2.5,EM_READY,49.00,61.2,417.476,0,0,30.81,-42.67,58.28,9.63,24086.70,-63.25
SW_EM,2018-08-26 04:11:07.931,2018-08-26 04-11-07,HK,2.5,EM_READY,54.35,60.7,417.104,0,0,30.69,-42.75,57.41,9.16,24213.05,-63.70
SW_EM,2018-08-26 04:11:38.048,2018-08-26 04-11-37,HK,2.5,EM_READY,54.10,60.7,416.296,0,0,30.63,-42.84,56.59,8.69,24335.30,-64.19
SW_EM,2018-08-26 04:12:08.103,2018-08-26 04-12-07,HK,2.5,EM_READY,91.67,61.2,415.984,0,0,30.44,-42.93,55.97,8.27,24427.04,-64.65
SW_EM,2018-08-26 04:12:38.127,2018-08-26 04-12-37,HK,2.5,EM_READY,54.29,60.7,416.036,0,0,30.38,-43.02,55.28,8.65,24532.24,-64.37
SW_EM,2018-08-26 04:13:08.174,2018-08-26 04-13-07,HK,2.5,EM_READY,64.86,60.7,415.632,0,0,30.25,-43.10,54.53,9.28,24647.04,-63.89
SW_EM,2018-08-26 04:13:38.212,2018-08-26 04-13-37,HK,2.5,EM_READY,69.09,60.1,415.352,0,0,30.13,-43.16,53.68,9.62,24779.26,-63.67
SW_EM,2018-08-26 04:14:08.343,2018-08-26 04-14-07,HK,2.5,EM_READY,53.73,60.1,415.236,0,0,30.06,-43.20,52.69,9.99,24937.55,-63.40
